text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
×,7,txsys,,1,1
RP,7,TeXGyreTermesX-Regular,,2,2
"


",7,txsya,,3,0
"×
×
×",7,txsys,,5,1
more massive than 8 M,8,TeXGyreTermesX-Regular,,21,21
,7,txsys,,0,0
", with non-massive stars also contributing
to the spectrum. A sink with",8,TeXGyreTermesX-Regular,,71,42
only,8,TeXGyreTermesX-Italic,,4,4
"low-mass stars does not radiate, as
the photoionization calculation is more stable without the ionizing
ﬂux which is negligible but non-zero. Radiation is emitted from the
sink particle as a point source, with the sink’s luminosity being the
sum of its component stellar luminosities (",8,TeXGyreTermesX-Regular,,285,69
𝐿,8,NewTXMI,,1,1
sink,7,TeXGyreTermesX-Regular,,4,4
=,8,txmiaX,,1,1
,8,txexs,,0,0
𝐿,8,NewTXMI,,1,1
∗,7,txsys,,1,1
"), and the
sink’s spectral energy distribution (SED) being an addition of its",8,TeXGyreTermesX-Regular,,77,66
component stellar SEDs. SEDs for O stars are interpolated from the,8,TeXGyreTermesX-Regular,,66,66
"tlusty OSTAR2002 (Lanz & Hubeny 2003) grid of models using
the relevant gas metallicity, while later-type stars use Kurucz (1993)
models. In the next hydrodynamical step, the sink particle may con-
tinue accreting and the population procedure is repeated. Spectra
are only recalculated every ten hydrodynamical time steps, as this
reduces the computation time and the hydrodynamical timescale is
much shorter than the stellar evolutionary timescale; however, a cal-
culation is forced for sinks which have just been populated.",8,TeXGyreTermesX-Regular,,526,70
2.2 Initial conditions,8,TeXGyreTermesX-Bold,,22,22
Our initial condition is a spherical cloud with mass,8,TeXGyreTermesX-Regular,,52,52
𝑀,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
5,7,TeXGyreTermesX-Regular,,1,1
M,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
and radius,8,TeXGyreTermesX-Regular,,10,10
𝑅,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
11,8,TeXGyreTermesX-Regular,,2,2
.,8,NewTXMI,,1,1
"9 pc. These parameters are based on observa-
tions of molecular clouds by Roman-Duval et al. (2010). The sphere
has a uniform-density inner core up to",8,TeXGyreTermesX-Regular,,150,66
𝑟,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
𝑅,8,NewTXMI,,1,1
/,8,txsys,,1,1
"2, then a power-
law decrease with",8,TeXGyreTermesX-Regular,,34,17
𝜌,8,NewTXMI,,1,1
(,8,txsys,,1,1
𝑟,8,NewTXMI,,1,1
) ∝,8,txsys,,3,3
𝑟,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
.,7,NewTXMI7,,1,1
5,7,TeXGyreTermesX-Regular,,1,1
". The density outside the sphere is
0",8,TeXGyreTermesX-Regular,,37,35
.,8,NewTXMI,,1,1
01,8,TeXGyreTermesX-Regular,,2,2
𝜌,8,NewTXMI,,1,1
(,8,txsys,,1,1
𝑅,8,NewTXMI,,1,1
),8,txsys,,1,1
". The mean mass density and number density of the sphere
is 1",8,TeXGyreTermesX-Regular,,61,56
.,8,NewTXMI,,1,1
05,8,TeXGyreTermesX-Regular,,2,2
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
−,7,txsys,,1,1
21,7,TeXGyreTermesX-Regular,,2,2
g cm,8,TeXGyreTermesX-Regular,,4,4
−,7,txsys,,1,1
3,7,TeXGyreTermesX-Regular,,1,1
and 629 cm,8,TeXGyreTermesX-Regular,,10,10
−,7,txsys,,1,1
3,7,TeXGyreTermesX-Regular,,1,1
", respectively. The free-fall time
associated with this average density is",8,TeXGyreTermesX-Regular,,74,39
,8,txsys,,0,0
𝑡,8,NewTXMI,,1,1
ﬀ,7,TeXGyreTermesX-Regular,,1,1
,8,txsys,,0,0
=,8,txmiaX,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"1 Myr. The mean sur-
face density is",8,TeXGyreTermesX-Regular,,36,20
Σ =,8,txmiaX,,3,3
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
05 g cm,8,TeXGyreTermesX-Regular,,7,7
−,7,txsys,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
240 M,8,TeXGyreTermesX-Regular,,5,5
,7,txsys,,0,0
pc,8,TeXGyreTermesX-Regular,,2,2
−,7,txsys,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
. The temperature is,8,TeXGyreTermesX-Regular,,20,20
"initially 10 K for both gas and dust. The grid size from end to end is
45",8,TeXGyreTermesX-Regular,,73,70
.,8,NewTXMI,,1,1
"4 pc, giving a linear resolution of 0",8,TeXGyreTermesX-Regular,,37,37
.,8,NewTXMI,,1,1
18 pc per cell with 256,8,TeXGyreTermesX-Regular,,23,23
3,7,TeXGyreTermesX-Regular,,1,1
"cells.
The grid structure is ﬁxed, uniform, and Cartesian.",8,TeXGyreTermesX-Regular,,58,51
"We investigate four metallicities,",8,TeXGyreTermesX-Regular,,34,34
𝑍,8,NewTXMI,,1,1
/,8,txsys,,1,1
Z,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
=,8,txmiaX,,1,1
"2, 1, 0.5, 0.1. For each
metallicity, we assume a dust-to-gas mass ratio = 0",8,TeXGyreTermesX-Regular,,76,51
.,8,NewTXMI,,1,1
01,8,TeXGyreTermesX-Regular,,2,2
×,8,txsys,,1,1
𝑍,8,NewTXMI,,1,1
/,8,txsys,,1,1
Z,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
"follow-
ing Draine et al. (2007). For",8,TeXGyreTermesX-Regular,,37,29
𝑍,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
Z,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
", we carry out two more models
to investigate the eﬀects of radiation pressure and UV absorption:
one with dust but no radiation pressure, and one with no dust and
no radiation pressure. The models and their labels are summarised
in Table 2. Metallicity and dust-to-gas ratio remain ﬁxed over the
simulation.",8,TeXGyreTermesX-Regular,,308,66
"We apply a random Gaussian turbulent velocity ﬁeld over the
sphere. This is taken from Bate et al. (2002) and has a power spectrum",8,TeXGyreTermesX-Regular,,130,70
𝑃,8,NewTXMI,,1,1
(,8,txsys,,1,1
𝑘,8,NewTXMI,,1,1
) ∝,8,txsys,,3,3
𝑘,8,NewTXMI,,1,1
−,7,txsys,,1,1
4,7,TeXGyreTermesX-Regular,,1,1
for wavenumber,8,TeXGyreTermesX-Regular,,14,14
𝑘,8,NewTXMI,,1,1
", such that the kinetic energy equals
the gravitational potential energy, i.e. the virial parameter",8,TeXGyreTermesX-Regular,,99,61
𝛼,8,NewTXMI,,1,1
vir,7,TeXGyreTermesX-Regular,,3,3
≡,8,txsys,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
𝐸,8,NewTXMI,,1,1
kin,7,TeXGyreTermesX-Regular,,3,3
/,8,txsys,,1,1
𝐸,8,NewTXMI,,1,1
grav,7,TeXGyreTermesX-Regular,,4,4
=,8,txmiaX,,1,1
"2. We check the criteria for sink particle formation,
accretion, and star population as described in section 2.1 at every
time step (unlike our previous models, Ali et al. 2018 and Ali &
Harries 2019, where star particles were placed at 0.75",8,TeXGyreTermesX-Regular,,241,67
,8,txsys,,0,0
𝑡,8,NewTXMI,,1,1
ﬀ,7,TeXGyreTermesX-Regular,,1,1
,8,txsys,,0,0
).,8,TeXGyreTermesX-Regular,,2,2
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–13 (2020)",7,TeXGyreTermesX-Regular,,13,13
4,11,TeXGyreTermesX-Regular,,1,1
A. A. Ali,11,TeXGyreTermesX-Italic,,9,9
Figure 2.,7,TeXGyreTermesX-Bold,,9,9
Final snapshots of column density,7,TeXGyreTermesX-Regular,,33,33
Σ,7,txmiaX,,1,1
integrated along the,7,TeXGyreTermesX-Regular,,20,20
𝑧,7,NewTXMI7,,1,1
"-axis. White dots show radiating sinks, black dots show non-radiating sinks. Labels show
the model name, the time since the formation of the ﬁrst massive star, and the total bolometric luminosity. The grid is 45",7,TeXGyreTermesX-Regular,,211,122
.,7,NewTXMI7,,1,1
4 pc on each side.,7,TeXGyreTermesX-Regular,,18,18
Figure 3.,7,TeXGyreTermesX-Bold,,9,9
Final snapshots of emission measure,7,TeXGyreTermesX-Regular,,35,35
∫,7,txexs,,1,1
𝑛,7,NewTXMI7,,1,1
2,6,TeXGyreTermesX-Regular,,1,1
e,6,TeXGyreTermesX-Regular,,1,1
d,7,TeXGyreTermesX-Regular,,1,1
𝑧,7,NewTXMI7,,1,1
. See also the caption of Fig. 2.,7,TeXGyreTermesX-Regular,,33,33
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–13 (2020)",7,TeXGyreTermesX-Regular,,13,13
z2,6,DejaVuSans-Bold,,2,2
"1.46 Myr1.6e+07 Lsol
10 pc",6,DejaVuSans,,26,20
z1,6,DejaVuSans-Bold,,2,2
1.70 Myr1.9e+07 Lsol,6,DejaVuSans,,20,20
z0.5,6,DejaVuSans-Bold,,4,4
2.03 Myr2.1e+07 Lsol,6,DejaVuSans,,20,20
z0.1,6,DejaVuSans-Bold,,4,4
1.67 Myr1.6e+07 Lsol,6,DejaVuSans,,20,20
z1_norp,6,DejaVuSans-Bold,,7,7
2.38 Myr3.5e+07 Lsol,6,DejaVuSans,,20,20
z1_norp_nodust,6,DejaVuSans-Bold,,14,14
"2.40 Myr2.5e+07 Lsol





10",6,DejaVuSans,,28,20
4,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
3,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
2,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
1,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
0,4,DejaVuSans,,1,1
c,3,DejaVuSans,,1,1
o,3,DejaVuSans,,1,1
l,1,DejaVuSans,,1,1
u,3,DejaVuSans,,1,1
m,5,DejaVuSans,,1,1
n,3,DejaVuSans,,1,1
,1,DejaVuSans,,0,0
d,3,DejaVuSans,,1,1
e,3,DejaVuSans,,1,1
n,3,DejaVuSans,,1,1
s,3,DejaVuSans,,1,1
i,1,DejaVuSans,,1,1
t,2,DejaVuSans,,1,1
y,3,DejaVuSans,,1,1
,1,DejaVuSans,,0,0
(,2,DejaVuSans,,1,1
g,3,DejaVuSans,,1,1
,1,DejaVuSans,,0,0
c,3,DejaVuSans,,1,1
m,5,DejaVuSans,,1,1
2,2,DejaVuSans,,1,1
),2,DejaVuSans,,1,1
z2,6,DejaVuSans-Bold,,2,2
1.46 Myr1.6e+07 Lsol,6,DejaVuSans,,20,20
10 pc,6,DejaVuSans,,5,5
z1,6,DejaVuSans-Bold,,2,2
1.70 Myr1.9e+07 Lsol,6,DejaVuSans,,20,20
z0.5,6,DejaVuSans-Bold,,4,4
2.03 Myr2.1e+07 Lsol,6,DejaVuSans,,20,20
z0.1,6,DejaVuSans-Bold,,4,4
1.67 Myr1.6e+07 Lsol,6,DejaVuSans,,20,20
z1_norp,6,DejaVuSans-Bold,,7,7
2.38 Myr3.5e+07 Lsol,6,DejaVuSans,,20,20
z1_norp_nodust,6,DejaVuSans-Bold,,14,14
"2.40 Myr2.5e+07 Lsol









10",6,DejaVuSans,,32,20
3,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
4,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
5,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
6,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
7,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
8,4,DejaVuSans,,1,1
e,3,DejaVuSans,,1,1
m,5,DejaVuSans,,1,1
i,1,DejaVuSans,,1,1
ss,3,DejaVuSans,,2,2
i,1,DejaVuSans,,1,1
o,3,DejaVuSans,,1,1
n,3,DejaVuSans,,1,1
,1,DejaVuSans,,0,0
m,5,DejaVuSans,,1,1
e,3,DejaVuSans,,1,1
a,3,DejaVuSans,,1,1
s,3,DejaVuSans,,1,1
u,3,DejaVuSans,,1,1
r,2,DejaVuSans,,1,1
e,3,DejaVuSans,,1,1
,1,DejaVuSans,,0,0
(,2,DejaVuSans,,1,1
c,3,DejaVuSans,,1,1
m,5,DejaVuSans,,1,1
6,2,DejaVuSans,,1,1
,1,DejaVuSans,,0,0
p,3,DejaVuSans,,1,1
c,3,DejaVuSans,,1,1
),2,DejaVuSans,,1,1
3 RESULTS,8,TeXGyreTermesX-Bold,,9,9
"The spherical cloud evolves under self-gravity and a decaying tur-
bulent velocity ﬁeld. This creates ﬁlaments in which sink particles
eventually form, especially in the inner half of the sphere where the
density is highest. The ﬁrst sink forms after 0",8,TeXGyreTermesX-Regular,,252,69
.,8,NewTXMI,,1,1
42 Myr (0.2,8,TeXGyreTermesX-Regular,,11,11
,8,txsys,,0,0
𝑡,8,NewTXMI,,1,1
ﬀ,7,TeXGyreTermesX-Regular,,1,1
,8,txsys,,0,0
"). The
ﬁrst massive star (19 M",8,TeXGyreTermesX-Regular,,30,23
,7,txsys,,0,0
) forms at 0,8,TeXGyreTermesX-Regular,,12,12
.,8,NewTXMI,,1,1
80 Myr (0.38,8,TeXGyreTermesX-Regular,,12,12
,8,txsys,,0,0
𝑡,8,NewTXMI,,1,1
ﬀ,7,TeXGyreTermesX-Regular,,1,1
,8,txsys,,0,0
") – beyond
this point in the text and in all plots, we deﬁne this as",8,TeXGyreTermesX-Regular,,68,57
𝑡,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
"0 as this
is also when the radiative feedback starts. H ii regions are created
around sinks which accrete enough mass to form massive stars. As
the H ii regions expand, they collect gas into shells. Because the den-
sity structure is non-uniform, radiation is able to penetrate through
lower-density gas, ionizing areas of the cloud further away (including
the diﬀuse environment outside the cloud). Individual H ii regions
also combine with neighbouring ones. Dense structures resist being
ionized, but their star-facing surfaces get photoevaporated. The mor-
phology of the gas and H ii regions can be seen in Figs. 2 and 3,
which show the ﬁnal snapshots of column density",8,TeXGyreTermesX-Regular,,674,71
∫,8,txexs,,1,1
𝜌,8,NewTXMI,,1,1
d,8,TeXGyreTermesX-Regular,,1,1
𝑧,8,NewTXMI,,1,1
"and emis-
sion measure",8,TeXGyreTermesX-Regular,,22,12
∫,8,txexs,,1,1
𝑛,8,NewTXMI,,1,1
"2
e",7,TeXGyreTermesX-Regular,,3,1
d,8,TeXGyreTermesX-Regular,,1,1
𝑧,8,NewTXMI,,1,1
", where",8,TeXGyreTermesX-Regular,,7,7
𝜌,8,NewTXMI,,1,1
and,8,TeXGyreTermesX-Regular,,3,3
𝑛,8,NewTXMI,,1,1
e,7,TeXGyreTermesX-Regular,,1,1
"are the mass volume density
and electron number density, respectively. Projected positions of sink
particles are shown as circles, with white circles for radiating sinks
(those which have massive stars",8,TeXGyreTermesX-Regular,,201,70
>,8,NewTXMI,,1,1
8 M,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
") and black circles for non-
radiating sinks (no massive stars). The ﬁve most massive stars in the
z1 model were (in order of formation time), 78",8,TeXGyreTermesX-Regular,,145,69
.,8,NewTXMI,,1,1
5 M,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
"(0.56 Myr),
97",8,TeXGyreTermesX-Regular,,14,11
.,8,NewTXMI,,1,1
8 M,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
"(0.92 Myr), 103",8,TeXGyreTermesX-Regular,,15,15
.,8,NewTXMI,,1,1
5 M,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
"(1.31 Myr), 88",8,TeXGyreTermesX-Regular,,14,14
.,8,NewTXMI,,1,1
0 M,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
"(1.42 Myr),
and 115",8,TeXGyreTermesX-Regular,,19,11
.,8,NewTXMI,,1,1
9 M,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
"(1.69 Myr) at which point the computation ended.
Simulations were stopped due to small time steps caused by the
acceleration from radiation pressure. In section 3.1, we analyse the
growth of the ionized gas as a function of time, and examine the kine-
matics of both the neutral and ionized components. In section 3.2,
we calculate star formation rates/eﬃciencies and cluster properties.
Finally in section 3.3, we compare the thermal and radiation pres-
sures to determine how each feedback mechanism contributes to the
dynamics.",8,TeXGyreTermesX-Regular,,530,70
3.1 H ii region expansion,8,TeXGyreTermesX-Bold,,25,25
"The total ionized mass and volume as a function of time in each
model is shown in Fig. 4. We count cells as being ionized if the ion-
ization fraction of hydrogen is greater than 0.9. The solid lines show
the diﬀerent metallicities, while the dashed line shows z1_norp and
the dotted line shows z1_norp_nodust (see Table 2 for the parameters
and physics in each model). Lower-metallicity models grow larger",8,TeXGyreTermesX-Regular,,406,70
"H ii regions – a lower cooling rate from metal ions results in a higher
temperature, which produces a larger pressure gradient between ion-
ized and neutral gas; furthermore, a lower dust-to-gas ratio means
less attenuation of ionizing photons by dust. The mean electron tem-
peratures that we ﬁnd at each metallicity are 5",8,TeXGyreTermesX-Regular,,323,71
.,8,NewTXMI,,1,1
6,8,TeXGyreTermesX-Regular,,1,1
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
3,7,TeXGyreTermesX-Regular,,1,1
K at 2 Z,8,TeXGyreTermesX-Regular,,8,8
,7,txsys,,0,0
",
8",8,TeXGyreTermesX-Regular,,3,1
.,8,NewTXMI,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
3,7,TeXGyreTermesX-Regular,,1,1
K at 1 Z,8,TeXGyreTermesX-Regular,,8,8
,7,txsys,,0,0
", 11",8,TeXGyreTermesX-Regular,,4,4
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
3,7,TeXGyreTermesX-Regular,,1,1
K at 0,8,TeXGyreTermesX-Regular,,6,6
.,8,NewTXMI,,1,1
5 Z,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
", and 17",8,TeXGyreTermesX-Regular,,8,8
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
3,7,TeXGyreTermesX-Regular,,1,1
K at 0,8,TeXGyreTermesX-Regular,,6,6
.,8,NewTXMI,,1,1
1 Z,8,TeXGyreTermesX-Regular,,3,3
,7,txsys,,0,0
"– this is the temperature averaged over the ionized volume then aver-
aged over time. The eﬀect of dust absorption and radiation pressure
is seen in the diﬀerence between z1_norp_nodust, z1_norp, and z1.
Of the three, z1_norp_nodust grows the largest – photoionization is
the only feedback mechanism, but there is no shielding from dust.
Adding dust (z1_norp) results in the smallest H ii region, by an order
of magnitude, as now there are dust grains which attenuate the ion-
izing photons. Enabling radiation pressure (z1) gives a result in the
middle, showing that the additional pressure component from dust
is not eﬀective enough to counter the stunting caused by absorption.
z0.5 has practically the same amount of ionized mass and volume as
z1_norp_nodust, and z0.1 has the most of all the models. For illus-
trative purposes, we also plot Spitzer (1978) expansion proﬁles as a",8,TeXGyreTermesX-Regular,,884,70
The growth of H ii regions around massive stars,11,TeXGyreTermesX-Italic,,47,47
5,11,TeXGyreTermesX-Regular,,1,1
Figure 4.,7,TeXGyreTermesX-Bold,,9,9
"H ii region properties - the top panel shows total ionized mass. The
bottom panel shows total ionized volume as a fraction of the total grid volume
(45",7,TeXGyreTermesX-Regular,,151,78
.,7,NewTXMI7,,1,1
4,7,TeXGyreTermesX-Regular,,1,1
3,6,TeXGyreTermesX-Regular,,1,1
pc,7,TeXGyreTermesX-Regular,,2,2
3,6,TeXGyreTermesX-Regular,,1,1
"). The bottom plot also shows Spitzer expansion proﬁles (dot-dash
lines) for three densities (",7,TeXGyreTermesX-Regular,,94,65
𝑛,7,NewTXMI7,,1,1
e,6,TeXGyreTermesX-Regular,,1,1
=,7,txmiaX,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
2,6,TeXGyreTermesX-Regular,,1,1
",",7,NewTXMI7,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
3,6,TeXGyreTermesX-Regular,,1,1
",",7,NewTXMI7,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
4,6,TeXGyreTermesX-Regular,,1,1
cm,7,TeXGyreTermesX-Regular,,2,2
−,6,txsys,,1,1
3,6,TeXGyreTermesX-Regular,,1,1
", going downwards; see
text for more detail). Times in all ﬁgures are since the formation of the ﬁrst
massive star and initiation of feedback.",7,TeXGyreTermesX-Regular,,142,78
function of time,8,TeXGyreTermesX-Regular,,16,16
𝑡,8,NewTXMI,,1,1
",",8,TeXGyreTermesX-Regular,,1,1
,8,txexs,,0,0
𝑅,8,NewTXMI,,1,1
I,7,TeXGyreTermesX-Regular,,1,1
(,8,txsys,,1,1
𝑡,8,NewTXMI,,1,1
),8,txsys,,1,1
=,8,txmiaX,,1,1
𝑅,8,NewTXMI,,1,1
S,7,TeXGyreTermesX-Regular,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
+,8,txsys,,1,1
,8,txexs,,0,0
4,7,TeXGyreTermesX-Regular,,1,1
/,7,txsys,,1,1
7,7,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
7,8,TeXGyreTermesX-Regular,,1,1
𝑐,8,NewTXMI,,1,1
I,7,TeXGyreTermesX-Regular,,1,1
𝑡,8,NewTXMI,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
𝑅,8,NewTXMI,,1,1
S,7,TeXGyreTermesX-Regular,,1,1
where,8,TeXGyreTermesX-Regular,,5,5
𝑅,8,NewTXMI,,1,1
S,7,TeXGyreTermesX-Regular,,1,1
"is the Strömgren radius,",8,TeXGyreTermesX-Regular,,24,24
,8,txexs,,0,0
1,7,TeXGyreTermesX-Regular,,1,1
/,7,txsys,,1,1
3,7,TeXGyreTermesX-Regular,,1,1
,8,txexs,,0,0
𝑅,8,NewTXMI,,1,1
S,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
𝑄,8,NewTXMI,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
𝜋𝑛,8,NewTXMI,,2,2
"2
e",7,TeXGyreTermesX-Regular,,3,1
𝛼,8,NewTXMI,,1,1
B,7,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
(3),8,TeXGyreTermesX-Regular,,3,3
(4),8,TeXGyreTermesX-Regular,,3,3
for three densities (,8,TeXGyreTermesX-Regular,,21,21
𝑛,8,NewTXMI,,1,1
e,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
2,7,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
3,7,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
4,7,TeXGyreTermesX-Regular,,1,1
cm,8,TeXGyreTermesX-Regular,,2,2
−,7,txsys,,1,1
3,7,TeXGyreTermesX-Regular,,1,1
"), using an ionizing pho-
ton production rate",8,TeXGyreTermesX-Regular,,45,25
𝑄,8,NewTXMI,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
8,8,TeXGyreTermesX-Regular,,1,1
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
50,7,TeXGyreTermesX-Regular,,2,2
s,8,TeXGyreTermesX-Regular,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
", which is the time-average
rate for the longest-running model (z1_norp_nodust). The canonical
temperature 10",8,TeXGyreTermesX-Regular,,109,66
4,7,TeXGyreTermesX-Regular,,1,1
K is used for the ionized sound speed,8,TeXGyreTermesX-Regular,,37,37
𝑐,8,NewTXMI,,1,1
I,7,TeXGyreTermesX-Regular,,1,1
", and the case
B recombination coeﬃcient",8,TeXGyreTermesX-Regular,,40,25
𝛼,8,NewTXMI,,1,1
B,7,TeXGyreTermesX-Regular,,1,1
= 2,8,TeXGyreTermesX-Regular,,3,3
.,8,NewTXMI,,1,1
7,8,TeXGyreTermesX-Regular,,1,1
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
−,7,txsys,,1,1
13,7,TeXGyreTermesX-Regular,,2,2
cm,8,TeXGyreTermesX-Regular,,2,2
3,7,TeXGyreTermesX-Regular,,1,1
s,8,TeXGyreTermesX-Regular,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
". The Spitzer
proﬁles are not meant to be exactly representative of the modelled H ii
regions, but they show that the variation between diﬀerent models is
similar to the variation between orders of magnitude in density.",8,TeXGyreTermesX-Regular,,219,71
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–13 (2020)",7,TeXGyreTermesX-Regular,,13,13
"0.0
0.5
1.0
1.5
2.0
2.5time (Myr)

10",6,DejaVuSans,,37,13
1,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
0,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
1,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
2,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
3,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
4,4,DejaVuSans,,1,1
i,1,DejaVuSans,,1,1
o,3,DejaVuSans,,1,1
n,4,DejaVuSans,,1,1
i,1,DejaVuSans,,1,1
z,3,DejaVuSans,,1,1
e,4,DejaVuSans,,1,1
d,4,DejaVuSans,,1,1
,2,DejaVuSans,,0,0
m,6,DejaVuSans,,1,1
a,3,DejaVuSans,,1,1
ss,3,DejaVuSans,,2,2
,2,DejaVuSans,,0,0
(,2,DejaVuSans,,1,1
M,5,DejaVuSans,,1,1
s,3,DejaVuSans,,1,1
o,3,DejaVuSans,,1,1
l,1,DejaVuSans,,1,1
),2,DejaVuSans,,1,1
"Z/Zsol
2
1
0.5
0.1
1 (no RP)
1 (no RP, no dust)",6,DejaVuSans,,47,18
"0.0
0.5
1.0
1.5
2.0
2.5time (Myr)

10",6,DejaVuSans,,37,13
4,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
3,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
2,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
1,4,DejaVuSans,,1,1
10,6,DejaVuSans,,2,2
0,4,DejaVuSans,,1,1
i,1,DejaVuSans,,1,1
o,3,DejaVuSans,,1,1
n,4,DejaVuSans,,1,1
i,1,DejaVuSans,,1,1
z,3,DejaVuSans,,1,1
e,4,DejaVuSans,,1,1
d,4,DejaVuSans,,1,1
,2,DejaVuSans,,0,0
v,3,DejaVuSans,,1,1
o,3,DejaVuSans,,1,1
l,1,DejaVuSans,,1,1
u,4,DejaVuSans,,1,1
m,6,DejaVuSans,,1,1
e,4,DejaVuSans,,1,1
,2,DejaVuSans,,0,0
f,2,DejaVuSans,,1,1
r,2,DejaVuSans,,1,1
a,3,DejaVuSans,,1,1
c,3,DejaVuSans,,1,1
t,2,DejaVuSans,,1,1
i,1,DejaVuSans,,1,1
o,3,DejaVuSans,,1,1
n,4,DejaVuSans,,1,1
10,5,DejaVuSans,,2,2
2,3,DejaVuSans,,1,1
cm,5,DejaVuSans,,2,2
3,3,DejaVuSans,,1,1
10,5,DejaVuSans,,2,2
3,3,DejaVuSans,,1,1
cm,5,DejaVuSans,,2,2
3,3,DejaVuSans,,1,1
10,5,DejaVuSans,,2,2
4,3,DejaVuSans,,1,1
cm,5,DejaVuSans,,2,2
3,3,DejaVuSans,,1,1
